image_id,true_class,source,outcome,framing,predicted_class,mask_area_fraction
619438627,SEK,ddi2,ASSESSED,pre_framed,SEK,0.1387786865234375
570220594,SEK,ddi2,ASSESSED,pre_framed,NEV,0.11620330810546875
1699954,SEK,ddi2,ASSESSED,pre_framed,NEV,0.2731208801269531
509552145_cropped,SEK,ddi2,ASSESSED,pre_framed,SEK,0.3546142578125
405167756_cropped,SEK,ddi2,ASSESSED,pre_framed,NEV,0.4643898010253906
381010011_cropped,SEK,ddi2,ASSESSED,pre_framed,NEV,0.17978286743164062
80491223,SEK,ddi2,ASSESSED,pre_framed,NEV,0.20369720458984375
543594788,NEV,ddi2,ASSESSED,pre_framed,NEV,0.055843353271484375
543594810,NEV,ddi2,ASSESSED,pre_framed,ACK,0.19268417358398438
3927108_cropped,NEV,ddi2,ASSESSED,pre_framed,BCC,0.3835334777832031
159304236,NEV,ddi2,ASSESSED,pre_framed,NEV,0.0
2294454,NEV,ddi2,ASSESSED,pre_framed,NEV,0.38848114013671875
4281632_cropped,NEV,ddi2,ASSESSED,pre_framed,NEV,0.23249053955078125
2634218_cropped,NEV,ddi2,ASSESSED,pre_framed,NEV,0.48070526123046875
233902321,NEV,ddi2,ASSESSED,pre_framed,MEL,0.23609161376953125
3029590,NEV,ddi2,ASSESSED,pre_framed,ACK,0.0059814453125
3320737,NEV,ddi2,ASSESSED,pre_framed,NEV,0.440460205078125
537208373_cropped,NEV,ddi2,ASSESSED,pre_framed,NEV,0.12606048583984375
578118300_cropped,NEV,ddi2,ASSESSED,pre_framed,NEV,0.16754913330078125
242982907,NEV,ddi2,ASSESSED,pre_framed,NEV,0.1003875732421875
1836399_cropped,NEV,ddi2,ASSESSED,pre_framed,BCC,0.24937820434570312
454833518,NEV,ddi2,ASSESSED,pre_framed,NEV,0.2623748779296875
33199773,NEV,ddi2,ASSESSED,pre_framed,ACK,0.30706024169921875
16660247,NEV,ddi2,ASSESSED,pre_framed,NEV,0.53924560546875
454540140,NEV,ddi2,ASSESSED,pre_framed,NEV,0.17955780029296875
3450274,NEV,ddi2,ASSESSED,pre_framed,NEV,0.13136672973632812
590770704_cropped,NEV,ddi2,ASSESSED,pre_framed,NEV,0.2824363708496094
443693741_cropped,NEV,ddi2,ASSESSED,pre_framed,ACK,0.31774139404296875
47515800,NEV,ddi2,ASSESSED,pre_framed,ACK,0.4663658142089844
1476636,NEV,ddi2,ASSESSED,pre_framed,NEV,0.4221649169921875
605688980,NEV,ddi2,ASSESSED,pre_framed,NEV,0.2692146301269531
502948221_cropped,NEV,ddi2,ASSESSED,pre_framed,NEV,0.16982650756835938
397293240,NEV,ddi2,ASSESSED,pre_framed,NEV,0.23616409301757812
531442994,NEV,ddi2,ASSESSED,pre_framed,NEV,0.07956314086914062
430654581_cropped,NEV,ddi2,ASSESSED,pre_framed,NEV,0.24559783935546875
398575399_cropped,NEV,ddi2,ASSESSED,pre_framed,ACK,0.053863525390625
258212290,NEV,ddi2,ASSESSED,pre_framed,NEV,0.0137481689453125
277662611_cropped,SCC,ddi2,ASSESSED,pre_framed,SCC,0.3666648864746094
140386,NEV,ddi2,ASSESSED,pre_framed,NEV,0.23314666748046875
302870490,SEK,ddi2,ASSESSED,pre_framed,NEV,0.2652168273925781
590843988,NEV,ddi2,ASSESSED,pre_framed,NEV,0.01678466796875
318363411,NEV,ddi2,ASSESSED,pre_framed,ACK,0.09035491943359375
302869512,NEV,ddi2,ASSESSED,pre_framed,NEV,0.3506965637207031
154551324,NEV,ddi2,ASSESSED,pre_framed,SCC,0.1717529296875
233757249_cropped,NEV,ddi2,ASSESSED,pre_framed,NEV,0.21173095703125
523451750,NEV,ddi2,ASSESSED,pre_framed,ACK,0.1744842529296875
1881642,NEV,ddi2,ASSESSED,pre_framed,ACK,0.2594146728515625
4051943,SEK,ddi2,ASSESSED,pre_framed,NEV,0.3247566223144531
62167721,MEL,ddi2,ASSESSED,pre_framed,NEV,0.2623329162597656
54823673,MEL,ddi2,ASSESSED,pre_framed,NEV,0.07524871826171875
492480409_cropped,NEV,ddi2,ASSESSED,pre_framed,NEV,0.1583404541015625
589370303_cropped,NEV,ddi2,ASSESSED,pre_framed,NEV,0.0026092529296875
453523300,NEV,ddi2,ASSESSED,pre_framed,NEV,0.001903533935546875
429437614,NEV,ddi2,ASSESSED,pre_framed,NEV,0.055377960205078125
121538416,NEV,ddi2,ASSESSED,pre_framed,NEV,0.20824050903320312
1706983,NEV,ddi2,ASSESSED,pre_framed,ACK,0.2754096984863281
1883546,NEV,ddi2,ASSESSED,pre_framed,ACK,0.5316390991210938
70268265,NEV,ddi2,ASSESSED,pre_framed,NEV,0.40673065185546875
184172246,NEV,ddi2,ASSESSED,pre_framed,NEV,0.13155364990234375
47362915,NEV,ddi2,ASSESSED,pre_framed,SEK,0.5962944030761719
94637714,NEV,ddi2,ASSESSED,pre_framed,NEV,0.037425994873046875
2794736,NEV,ddi2,ASSESSED,pre_framed,NEV,0.09932327270507812
150080038,NEV,ddi2,ASSESSED,pre_framed,NEV,0.09414291381835938
512683910,NEV,ddi2,ASSESSED,pre_framed,NEV,0.07413482666015625
148054994,NEV,ddi2,ASSESSED,pre_framed,NEV,0.00023651123046875
276917796_cropped,NEV,ddi2,ASSESSED,pre_framed,NEV,0.3019447326660156
94200406,NEV,ddi2,ASSESSED,pre_framed,NEV,0.0615234375
79973107,NEV,ddi2,ASSESSED,pre_framed,ACK,0.0400543212890625
119378654_cropped,NEV,ddi2,ASSESSED,pre_framed,NEV,0.13654327392578125
472310674,NEV,ddi2,ASSESSED,pre_framed,NEV,0.001659393310546875
253037018,NEV,ddi2,ASSESSED,pre_framed,NEV,0.16756820678710938
159088207,NEV,ddi2,ASSESSED,pre_framed,NEV,0.25202178955078125
236046253,NEV,ddi2,ASSESSED,pre_framed,NEV,0.091156005859375
302869499,NEV,ddi2,ASSESSED,pre_framed,NEV,0.08560943603515625
512683898,NEV,ddi2,ASSESSED,pre_framed,NEV,0.09143829345703125
180473299,NEV,ddi2,ASSESSED,pre_framed,NEV,0.00981903076171875
48447649_cropped,NEV,ddi2,ASSESSED,pre_framed,BCC,0.5125732421875
422452351_cropped,BCC,ddi2,ASSESSED,pre_framed,BCC,0.055889129638671875
173719681_cropped,BCC,ddi2,ASSESSED,pre_framed,NEV,0.5056076049804688
20062430_cropped,SEK,ddi2,ASSESSED,pre_framed,ACK,0.2931976318359375
3320724_cropped,SEK,ddi2,ASSESSED,pre_framed,NEV,0.17394256591796875
311621033,SEK,ddi2,ASSESSED,pre_framed,MEL,0.17278671264648438
535497772,SEK,ddi2,ASSESSED,pre_framed,NEV,0.2046051025390625
370142191_cropped,SEK,ddi2,ASSESSED,pre_framed,SCC,0.18134689331054688
419328311,SEK,ddi2,ASSESSED,pre_framed,NEV,0.27542877197265625
342226398,SEK,ddi2,ASSESSED,pre_framed,NEV,0.027881622314453125
590005227,SEK,ddi2,ASSESSED,pre_framed,BCC,0.15869140625
501946366,NEV,ddi2,ASSESSED,pre_framed,SCC,0.19864273071289062
85333706_cropped,SEK,ddi2,ASSESSED,pre_framed,ACK,0.13080215454101562
45540491,SEK,ddi2,ASSESSED,pre_framed,ACK,0.42194366455078125
398935806,SEK,ddi2,ASSESSED,pre_framed,NEV,0.32971954345703125
349214594,SEK,ddi2,ASSESSED,pre_framed,NEV,0.24106979370117188
4557510_cropped,SEK,ddi2,ASSESSED,pre_framed,ACK,0.04265594482421875
3706035_cropped,SEK,ddi2,ASSESSED,pre_framed,ACK,0.15470504760742188
3578914_cropped,SEK,ddi2,ASSESSED,pre_framed,NEV,0.4087791442871094
63733030,SEK,ddi2,ASSESSED,pre_framed,SCC,0.49262237548828125
390580622,SEK,ddi2,ASSESSED,pre_framed,SEK,0.4317054748535156
35617148_cropped,SEK,ddi2,ASSESSED,pre_framed,ACK,0.050647735595703125
375157869,SEK,ddi2,ASSESSED,pre_framed,ACK,0.22745513916015625
553077840,SEK,ddi2,ASSESSED,pre_framed,NEV,0.015594482421875
73275809,SEK,ddi2,ASSESSED,pre_framed,MEL,0.3810462951660156
392132683,SEK,ddi2,ASSESSED,pre_framed,NEV,0.2647209167480469
2530724,SEK,ddi2,ASSESSED,pre_framed,ACK,0.20610427856445312
23572950_cropped,SEK,ddi2,ASSESSED,pre_framed,NEV,0.08201980590820312
492480897_cropped,SEK,ddi2,ASSESSED,pre_framed,NEV,0.13869476318359375
610327379,SEK,ddi2,ASSESSED,pre_framed,SCC,0.246002197265625
379672635,SEK,ddi2,ASSESSED,pre_framed,NEV,0.13338470458984375
69701164,SEK,ddi2,ASSESSED,pre_framed,SCC,0.20751571655273438
2113796_cropped,SEK,ddi2,ASSESSED,pre_framed,NEV,0.4896087646484375
605663060,SEK,ddi2,ASSESSED,pre_framed,NEV,0.01544952392578125
3679432,SEK,ddi2,ASSESSED,pre_framed,ACK,0.059173583984375
597674276,SEK,ddi2,ASSESSED,pre_framed,NEV,0.0588531494140625
1939850,SEK,ddi2,ASSESSED,pre_framed,ACK,0.4655303955078125
48906517,SEK,ddi2,ASSESSED,pre_framed,NEV,0.000614166259765625
4763900,NEV,ddi2,ASSESSED,pre_framed,BCC,0.5459823608398438
574940021,NEV,ddi2,ASSESSED,pre_framed,ACK,0.050350189208984375
70033091,SCC,ddi2,ASSESSED,pre_framed,SCC,0.22951126098632812
2623694,SCC,ddi2,ASSESSED,pre_framed,BCC,0.5137100219726562
594223998_cropped,SCC,ddi2,ASSESSED,pre_framed,ACK,0.01580047607421875
36023981_cropped,SCC,ddi2,ASSESSED,pre_framed,NEV,0.18984222412109375
628951123,SCC,ddi2,ASSESSED,pre_framed,ACK,0.39650726318359375
370156636,SCC,ddi2,ASSESSED,pre_framed,NEV,0.153839111328125
49581683,SCC,ddi2,ASSESSED,pre_framed,BCC,0.3578834533691406
271764793,NEV,ddi2,ASSESSED,pre_framed,NEV,0.2515754699707031
169511646,NEV,ddi2,ASSESSED,pre_framed,NEV,0.45218658447265625
3265781_cropped,SEK,ddi2,ASSESSED,pre_framed,NEV,0.3188438415527344
270607233_cropped,NEV,ddi2,ASSESSED,pre_framed,BCC,0.04860687255859375
431553013_cropped,SCC,ddi2,ASSESSED,pre_framed,NEV,0.24773788452148438
4725324,NEV,ddi2,ASSESSED,pre_framed,NEV,0.18259811401367188
3784561_cropped,ACK,ddi2,ASSESSED,pre_framed,BCC,0.39762115478515625
66258170_cropped,ACK,ddi2,ASSESSED,pre_framed,ACK,0.02059173583984375
3117646,ACK,ddi2,ASSESSED,pre_framed,ACK,0.16143417358398438
1340434_cropped,ACK,ddi2,ASSESSED,pre_framed,ACK,0.10205841064453125
16354216_cropped,BCC,ddi2,ASSESSED,pre_framed,BCC,0.2792930603027344
131816735,BCC,ddi2,ASSESSED,pre_framed,SCC,0.3896942138671875
504679151,BCC,ddi2,ASSESSED,pre_framed,NEV,0.046863555908203125
1628559,BCC,ddi2,ASSESSED,pre_framed,MEL,0.4182090759277344
119911_cropped,NEV,ddi2,ASSESSED,pre_framed,NEV,0.36145782470703125
128669990,NEV,ddi2,ASSESSED,pre_framed,SCC,0.3748779296875
633413753_cropped,ACK,ddi2,ASSESSED,pre_framed,NEV,0.12952804565429688
97303817,ACK,ddi2,ASSESSED,pre_framed,BCC,0.21358871459960938
438012301_cropped,ACK,ddi2,ASSESSED,pre_framed,ACK,0.47698974609375
22840145,ACK,ddi2,ASSESSED,pre_framed,SCC,0.5504684448242188
487007365_cropped,ACK,ddi2,ASSESSED,pre_framed,NEV,0.4137535095214844
380988697,SEK,ddi2,ASSESSED,pre_framed,NEV,0.046474456787109375
1458624_cropped,SEK,ddi2,ASSESSED,pre_framed,MEL,0.2612495422363281
207894512_cropped,SEK,ddi2,ASSESSED,pre_framed,ACK,0.5576972961425781
3903285,NEV,ddi2,ASSESSED,pre_framed,NEV,0.022258758544921875
3401039,NEV,ddi2,ASSESSED,pre_framed,NEV,0.21854019165039062
222795432,NEV,ddi2,ASSESSED,pre_framed,NEV,0.22803115844726562
514466749,NEV,ddi2,ASSESSED,pre_framed,NEV,0.002704620361328125
1501744,NEV,ddi2,ASSESSED,pre_framed,NEV,0.043743133544921875
1747456,NEV,ddi2,ASSESSED,pre_framed,NEV,0.19781112670898438
20887580,SEK,ddi2,ASSESSED,pre_framed,NEV,0.5379600524902344
233072363,MEL,ddi2,ASSESSED,pre_framed,NEV,0.0884857177734375
1438198,NEV,ddi2,ASSESSED,pre_framed,ACK,0.051586151123046875
277027867,ACK,ddi2,ASSESSED,pre_framed,NEV,0.07323837280273438
188275025_cropped,BCC,ddi2,ASSESSED,pre_framed,MEL,0.2976799011230469
147804,BCC,ddi2,ASSESSED,pre_framed,NEV,0.010349273681640625
326557755,BCC,ddi2,ASSESSED,pre_framed,SCC,0.5413665771484375
557497476,SEK,ddi2,ASSESSED,pre_framed,NEV,0.28357696533203125
31062577_cropped,SEK,ddi2,ASSESSED,pre_framed,NEV,0.2611198425292969
632875508,SEK,ddi2,ASSESSED,pre_framed,NEV,0.08228683471679688
536614215,SEK,ddi2,QUALITY_REJECTED,,,
229064773_cropped,SEK,ddi2,ASSESSED,pre_framed,ACK,0.001434326171875
15084136_cropped,SEK,ddi2,ASSESSED,pre_framed,BCC,0.7232093811035156
1589355,SEK,ddi2,ASSESSED,pre_framed,NEV,0.3740081787109375
3068586,SEK,ddi2,ASSESSED,pre_framed,MEL,0.0594940185546875
402679764,SEK,ddi2,ASSESSED,pre_framed,ACK,0.3520927429199219
47900974,SEK,ddi2,QUALITY_REJECTED,,,
228242406,SCC,ddi2,ASSESSED,pre_framed,ACK,0.16936874389648438
3781260,SEK,ddi2,ASSESSED,pre_framed,NEV,0.29383087158203125
1487402,SEK,ddi2,ASSESSED,pre_framed,MEL,0.08184051513671875
122877637,ACK,ddi2,QUALITY_REJECTED,,,
339d21e178104dd6280e1ac6d354a695,MEL,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.433807373046875
70758a12b61186edea167fbcf51c7598,MEL,fitzpatrick17k,ASSESSED,pre_framed,MEL,0.05777740478515625
8b1aac66f2434dc37c84ba01f2c08605,MEL,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.3118171691894531
68528c33db3fc238d183b5d2c14d6f75,MEL,fitzpatrick17k,ASSESSED,pre_framed,SEK,0.19628524780273438
30559e9ff81800fcc4e2819d89988b88,MEL,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.23846054077148438
74c640f21d94d59eec3ac37cebaedd2d,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.4258270263671875
4ff1ea06e98ef27ae93b27fbfa384a75,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.5092964172363281
e894e98ec3b149d53b202e1cef0fa9ad,MEL,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.7236213684082031
6af0a95515b388eac5fa547ca8f8e931,MEL,fitzpatrick17k,ASSESSED,pre_framed,MEL,0.22893142700195312
de2fe2ef59eae8ce0633efc84d0baef3,MEL,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.06955718994140625
ff5fbdbf0d3221c3ba5628b50fc0aa41,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.6101913452148438
084d223d5918ec2ddae37f2f8061e23c,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.5789833068847656
37de8e0406609884c1140bf660798d40,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.44304656982421875
06aa37c1fb2ae9dadf126143b98a1640,MEL,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.4691429138183594
b02895e0d729c9bcecaed2ee070cada9,MEL,fitzpatrick17k,ASSESSED,pre_framed,MEL,0.04752349853515625
938528c2ba772fc83832aeca85171cf2,MEL,fitzpatrick17k,ASSESSED,pre_framed,MEL,0.14346694946289062
ecdcd89dda8fa5b30706532fb49f315c,MEL,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.11562728881835938
c0a31afecc839c5fccf8c15ca9cee431,MEL,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.3118858337402344
0393b043e435e566657cf7d61879026c,MEL,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.3668479919433594
96e320998184af49bfc791c8f1b0e174,MEL,fitzpatrick17k,ASSESSED,pre_framed,SEK,0.2642402648925781
b3d94ddf1388ed3894ad18ea3fefc880,MEL,fitzpatrick17k,ASSESSED,pre_framed,SEK,0.12161636352539062
e28cbb701b1b2ff727c3c7aba01fe6ff,MEL,fitzpatrick17k,ASSESSED,pre_framed,MEL,0.2234649658203125
9aced25f0da2ff491cf0da3fee0a8f3c,MEL,fitzpatrick17k,ASSESSED,pre_framed,MEL,0.18118667602539062
e668f37499adaead040d7d893e778cc7,MEL,fitzpatrick17k,ASSESSED,pre_framed,MEL,0.4060859680175781
2e9a44d7373e97c682c937249b38d622,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.20311355590820312
051e5c8ce730d6a81961ca551c9fdb2a,MEL,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.2814445495605469
943a5ffcd4da3122732edad290533470,MEL,fitzpatrick17k,ASSESSED,pre_framed,MEL,0.7136497497558594
442efb92b5f59923668f0d2e6316b9cb,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.47338104248046875
26ad865bcdc627dfa0dc2e419252a0ed,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.2073211669921875
fb89d4fa5b5c3696f327d14ee041942c,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.44884490966796875
8972c76e23d9f6d7c301532573961b99,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.4566764831542969
b30468853e0ad984dfbf53fceee5942f,MEL,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.040374755859375
8761091f0e6c7609bfc61713a34dd872,MEL,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.39862060546875
72bcd875e7a573b4139883059e69328d,MEL,fitzpatrick17k,ASSESSED,pre_framed,MEL,0.20923614501953125
7c015dcdbe6e3f3c2911a64342c135c6,MEL,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.18604660034179688
ddb15beb69fc4276b74a948a00eed2c8,MEL,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.5672683715820312
c1b162ecbd537349c8df036a7f7627dc,MEL,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.35408782958984375
1d8fcc49e4dda6868fcf76916fc14405,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.4516716003417969
a646b94f0637b904e4becca57a2dc26f,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.5284080505371094
a37ed02cd54e4b530341f7587d4e444a,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.4357719421386719
9ee17127331be5b1c1f2bdea846ee60f,MEL,fitzpatrick17k,ASSESSED,pre_framed,MEL,0.21258163452148438
4ab4fa98f5acf7ec42886917128df401,MEL,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.49399566650390625
b4df499e2397da0425aecca6849c55f0,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.7073936462402344
0e9e79e3884112fdccf813ffebd698ea,MEL,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.6533355712890625
aea33f41d93dbd5aa59131a57c001714,MEL,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.20685577392578125
9aaef41b9332298c3e98b4ee33e39fb5,MEL,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.4276542663574219
c6a917a5d74ab6def73579084f791251,MEL,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.06366729736328125
65f7b7df48effe3ad7238404ca5318ce,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.5439453125
f31a5c7d32b7b4479739bff76a23e8e4,MEL,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.15794754028320312
b9ddf5dbd6257c786e13658934c56ac6,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.37615966796875
1d56b7d688b6b276893107a6bdb93bba,MEL,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.4779205322265625
3b24865e842419e4efc3fb909c633077,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.45848846435546875
8a891f4bfb77344d6ae4d236cb9ac4e5,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.5812110900878906
6c83bef6f525b8734ecdbd9dd5f0e822,MEL,fitzpatrick17k,ASSESSED,pre_framed,MEL,0.10985946655273438
4695bfda5557fa0aaae6e81d4492e0a5,MEL,fitzpatrick17k,ASSESSED,pre_framed,MEL,0.5278778076171875
5492bcfe87eb32401225a4ababbdad52,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.5130653381347656
ecd97fd36f39e9fd52f09f50c3dc59b5,MEL,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.039794921875
1d78d91cb196cb45b40c615cbf7a94ff,MEL,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.4395408630371094
f7c6e5f7929dd5ca2b066698fd2e83ba,MEL,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.10224533081054688
70766ed2b71ab0e8c5b387e172213eee,MEL,fitzpatrick17k,ASSESSED,pre_framed,MEL,0.66033935546875
889a8ed4164c01992b4981e78597a29a,MEL,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.19391632080078125
29a86d89608e63ccfc57b1e40c827ead,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.41645050048828125
13aa2de8804ae601cd45c1c4cac9bc6f,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.4765129089355469
fbd64d85fa7bfed3ba061ca05ff90f69,MEL,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.13463973999023438
ae40c3cfca9899067d0e75465586cf97,MEL,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.0953216552734375
e315766377e07b3a78c789f1ef6cf529,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.09078216552734375
2311fe11163e4e84336c53eefb5e24d7,MEL,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.4860801696777344
db6590971625b0e98971f449b4ed6ee7,MEL,fitzpatrick17k,ASSESSED,pre_framed,SEK,0.13593673706054688
74bc180ce4619e21a8a8d425c4e86765,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.2897911071777344
6f7e7323fc3b1d98c4e3bfe5273f6b92,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.4183769226074219
60f79f88cbb999246aea835979d1c1db,MEL,fitzpatrick17k,ASSESSED,pre_framed,MEL,0.23250579833984375
d10dfbefc8303b80b1d7e8b661506da0,MEL,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.029270172119140625
3f014488acf61087ab152f8dc5fac8b3,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.6627540588378906
eab91c11e20398a89c454717dc5eaa94,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.4154853820800781
30b3bb79b3d16b45ec095a91cd9c32ee,MEL,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.3995933532714844
8e4316c8cc5208eac7a1405d66cb401e,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.2516593933105469
fd1fa18a3033459631670d50b9b5bfc9,MEL,fitzpatrick17k,ASSESSED,pre_framed,SEK,0.438507080078125
80af44814ea5730ac2e9ba49971ed054,MEL,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.21960067749023438
80602e43414e592443aee9e67fcca5c7,MEL,fitzpatrick17k,ASSESSED,pre_framed,MEL,0.3499298095703125
b3bc16cf6e0ce8cc7ee9a78ad45d0617,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.4832878112792969
23733ccaf3cc5d720585930f3ac1b7e1,MEL,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.5990486145019531
bd70e00d188e7ef98bf9e7edaaff752e,MEL,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.4954261779785156
b5fa137ead5d2d13313ff126e3e255c2,MEL,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.6012611389160156
6983939c38cb0d103d2ee332858ee485,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.5091133117675781
47636cb8d1cea91cc2363e837a0a5954,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.8310394287109375
ee9728f1e771a1922abe13af66282b41,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.09943008422851562
4213b1f75d491c3b253975caed41d6de,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.22231292724609375
4442aec61aba4663d4810c0786ed86c8,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.22829818725585938
c501b9ec2440eaabab9f1e8631af31fd,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.4193305969238281
bc17b2b80667945dbbc470f72b152900,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.16879653930664062
a9774d79170b2b5fef7627127f7ac524,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.6407394409179688
10cbd07a7f2e658a27f31eac2ae17269,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.8696670532226562
72430e826363a44a2f9d5dd7e88aed64,SCC,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.093597412109375
d07c72725b477a834d439eef3450d830,SCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.5843963623046875
0e539304dcb700d132400c34f44d21b7,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.18927001953125
d04699fc9e876ddd627d102570694a0c,SCC,fitzpatrick17k,ASSESSED,pre_framed,ACK,0.041515350341796875
fcc9ed3892215e076e9dc5b7a8bf81e7,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.34737396240234375
45119bcf9dab198dfdfa04b14736c240,BCC,fitzpatrick17k,ASSESSED,pre_framed,NEV,0.11869049072265625
0cbdf45e52b3137a785cc575e8b4bb53,SCC,fitzpatrick17k,ASSESSED,pre_framed,ACK,0.2751350402832031
4ccb6a341928c32e6bdba870cdf57e25,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.5133705139160156
a15b63b8b1cbecfb8f88fc766b204b9f,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.2756080627441406
344cf83a64c8312aa83a952f87ede69e,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.5396232604980469
46d0b60ab14b134341ad87bae08e4755,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.15440750122070312
5f1a4d80fdc87563f3cc7174241c3477,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.6099128723144531
9beeeb0b8f6d8468c3e88cc31006deae,BCC,fitzpatrick17k,ASSESSED,pre_framed,ACK,0.08442306518554688
9d83cf9b9cc4a03580de63b62ea2a8f0,BCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.36923980712890625
053a5ee87f2fc71f07e99a25fd379210,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.607391357421875
c40432238e3ce04f39d1d23f13527c67,SCC,fitzpatrick17k,ASSESSED,pre_framed,ACK,0.18307876586914062
543017d891174b7fe9443a4dfa537410,BCC,fitzpatrick17k,ASSESSED,pre_framed,MEL,0.11446762084960938
70febe1909055262ca282551a222a10f,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.7035255432128906
190822f2e75490299428db99d2f34486,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.6552963256835938
250e8552aca769e9e33e753f50423bda,BCC,fitzpatrick17k,ASSESSED,pre_framed,SCC,0.18388748168945312
f7e7fb15ba1bfabcf68bcd62528f76a8,SCC,fitzpatrick17k,ASSESSED,pre_framed,BCC,0.3015861511230469
